"Respostas e iGovTI 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foram omitidas as respostas a alguns itens do questionário (questão 5.10, itens das questões 1.8, 4.3, 6.1, 6.2 e 6.3), com vistas a não identificar individualmente os respondentes, de acordo com o Acórdão 3.117/2014-TCU-Plenário, item 9.1.3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Instituição","DescSeg","iGovTI2014","11_a","11_b","11_c","11_d","11_e","11_f","12_a","12_b","12_c","12_d","13_a","13_b","13_c","13_d","14_a","14_b","14_c","14_d","15_a","15_b","15_c","15_d","15_e","16_a","17_a","17_b","17_c","17_d","17_e","18_a","18_b","18_c","18_d","18_e","18_f","21_a","21_b","21_c","21_d","21_e","21_f","21_g","21_h","21_i","21_j","22_a","22_b","22_c","22_d","22_e","22_f","22_g","22_h","22_i","22_j","31_a","31_b","31_c","31_d","32_a","32_b","32_c","32_d","32_e","32_f","32_g","32_h","32_i","41_a","41_b","41_c","41_d","41_e","41_f","41_g","41_h","42_a","42_b","42_c","43_b1","51_a","51_b","51_c","51_d","51_e","51_f","51_g","51_h","51_i","51_j","51_k","51_l","51_m","51_n","52_a","52_b","52_c","52_d","52_e","52_f","53_a","53_b","53_c","53_d","53_e","54_a","54_b","54_c","54_d","54_e","54_f","54_g","54_h","54_i","54_j","54_k","54_l","54_m","54_n","54_o","54_p","54_q","54_r","54_s","54_t","54_u","55_a","55_b","55_c","55_d","55_e","56_a","56_b","56_c","56_d","56_e","56_f","57_a","57_b","57_c","57_d","57_e","57_f","57_g","57_h","57_i","58_a","58_b","58_c","58_d","58_e","59_a","59_b","59_c","59_d","59_e","61_a3","61_a4","61_b3","61_b4","61_c3","61_c4","61_d3","61_d4","61_e3","61_e4","62_a","62_b","621_a4","621_a5","621_b4","621_b5","621_c4","621_c5","621_d4","621_d5","621_e4","621_e5","622_a5","622_a6","622_b5","622_b6","622_c5","622_c6","622_d5","622_d6","622_e5","622_e6","63_a3","63_a4","63_b3","63_b4","63_c3","63_c4","63_d3","63_d4","63_e3","63_e4","64_a","64_b","64_c","64_d","64_e","64_f","64_g","64_h","Utilidade"
199,"Judiciário",56%,5,5,2,3,2,2,5,5,4,5,5,3,5,3,3,3,3,3,4,4,2,2,2,3,3,4,3,3,4,4,4,4,4,3,3,5,5,5,5,5,4,3,4,3,5,5,5,5,3,5,5,4,4,5,5,4,5,3,5,3,3,3,5,2,5,5,3,2,4,5,5,5,5,5,5,2,2,2,2,,3,3,3,3,4,3,4,3,2,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,2,4,2,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,2,2,4,4,3,3,2,2,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,100,100,100,75,56,100,100,100,87,1,1,99,0,90,0,70,0,95,0,40,0,100,0,100,0,100,0,100,0,100,0,97,98,49,97,99,97,98,75,97,97,78,97,98,64,4,5,5,5,2,2,1,5,5
200,"Judiciário",36%,5,5,2,2,2,2,4,4,5,5,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,2,2,2,3,5,3,3,5,2,2,5,5,5,5,2,2,3,5,3,3,2,3,3,5,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,5,5,5,2,2,2,2,4,5,4,4,3,4,2,3,3,3,3,3,3,5,3,3,3,4,4,2,4,2,2,2,5,4,4,4,4,3,5,5,2,2,3,3,3,3,3,2,2,2,2,2,70,55,75,87,64,73,69,42,60,70,90,22,9,1,1,70,100,,,,,,,,,100,0,100,0,100,0,100,0,,,0,0,0,0,0,0,0,0,,,5,2,2,2,2,5,5,5,5
201,"Judiciário",31%,2,4,2,2,2,2,2,5,4,2,4,4,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,2,2,2,2,5,5,4,2,4,2,3,4,5,2,4,2,2,4,1,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,,5,2,3,2,3,3,4,2,3,2,5,5,5,5,5,4,2,4,5,2,2,2,2,2,2,5,4,5,5,3,4,2,3,4,2,4,2,4,2,3,2,2,2,2,4,5,5,2,2,5,5,2,3,3,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,33,70,,,,,,,,,1,1,47,400,,,,,,,,,100,0,,,,,,,,,100,99,2,100,99,100,99,100,100,,,5,1,1,1,4,2,2,5,5
202,"Judiciário",59%,4,5,4,2,3,5,5,5,5,5,5,5,5,4,4,4,2,2,4,4,4,4,4,2,4,4,4,5,5,5,4,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,4,4,3,5,5,5,5,5,2,2,5,3,5,2,2,2,3,5,5,5,3,5,5,5,2,2,2,1,4,3,4,3,4,3,4,3,4,3,5,5,4,3,5,3,2,2,2,2,4,4,3,3,3,5,5,2,4,3,4,2,4,2,4,3,3,3,2,4,4,5,4,2,2,4,5,2,2,5,4,5,5,2,2,4,5,5,5,5,5,5,5,5,5,5,4,5,2,2,3,5,5,2,2,3,12,101,69,,,,,,,,,1,1,100,50,100,40,90,0,94,175,70,175,100,0,100,30,100,50,100,0,100,0,100,99,7,100,99,9,,,,,,,5,3,2,2,2,2,2,5,5
203,"Judiciário",38%,5,5,2,3,2,2,2,5,2,2,5,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,5,5,3,5,5,5,5,5,5,2,2,2,2,5,5,2,4,5,3,4,4,4,2,2,2,2,2,2,4,2,2,2,4,5,5,4,2,4,5,5,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,3,3,3,3,3,5,5,5,5,5,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,4,4,3,4,3,4,4,4,3,3,3,3,2,3,3,3,3,2,3,94,98,54,0,3,95,95,60,51,72,,,1,1,10,0,33,3,0,0,0,100,0,10,0,100,0,100,0,100,0,100,0,100,0,94,98,54,94,96,88,,,,,,,4,4,4,2,4,4,5,4,5
204,"Judiciário",67%,5,5,5,4,2,5,5,5,4,5,5,4,5,5,2,2,2,2,3,3,3,3,3,5,4,4,4,4,5,3,3,4,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,2,5,2,3,3,3,5,5,5,4,5,4,5,2,5,2,1,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,5,2,5,5,2,2,2,2,2,2,2,2,2,5,5,3,3,2,3,4,3,3,3,5,2,5,2,2,2,4,5,5,5,5,5,4,3,5,5,4,5,5,5,5,4,5,5,5,5,5,100,100,70,87,5,80,80,90,90,60,77,8,1,1,100,0,56,25,0,,,,,,,100,0,100,0,,,,,,,97,95,97,100,97,100,97,100,60,80,5,2,2,2,4,4,4,5,5
205,"Judiciário",33%,4,5,2,2,2,2,2,5,5,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,2,5,2,2,5,3,2,2,2,2,5,2,5,2,5,2,4,2,3,2,2,3,2,2,2,2,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,5,2,2,3,3,3,2,2,2,2,4,2,2,3,2,2,2,2,2,5,5,2,2,5,5,3,3,1,2,2,3,5,4,4,3,3,2,2,2,3,3,4,2,2,3,2,2,2,2,2,30,100,80,100,100,100,98,95,,,1,1,30,0,50,30,100,10,,,,,100,0,100,0,0,0,,,,,100,100,80,100,30,100,,,,,4,2,2,2,2,5,4,2,5
206,"Judiciário",35%,4,5,4,2,2,2,4,5,4,4,4,3,4,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,4,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,3,3,3,2,5,5,3,4,4,3,3,5,3,2,2,4,2,5,5,5,4,2,3,2,3,5,4,4,5,4,2,2,5,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,5,2,4,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,4,2,2,2,3,2,3,2,2,2,2,4,4,5,4,4,3,5,5,5,5,3,3,2,2,2,4,3,2,2,2,99,100,43,99,99,68,74,109,45,,,,,,1,,,,,,,,,,,100,0,100,0,,,,,,,99,100,43,99,99,68,,,,,,,4,2,2,2,3,1,1,3,4
207,"Judiciário",46%,2,3,3,2,2,3,4,5,5,5,5,4,5,3,4,3,3,3,3,3,3,3,3,3,2,2,2,5,2,3,3,5,3,4,2,3,3,3,3,5,5,5,3,5,5,5,2,5,3,5,5,4,5,4,5,5,5,3,3,4,2,4,5,2,2,2,2,2,3,2,3,2,2,3,3,5,2,5,5,1,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,4,4,4,3,3,5,5,5,3,3,3,3,3,3,3,4,3,4,3,3,2,3,3,2,4,4,4,2,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,4,5,2,2,4,40,70,83,90,100,75,100,60,63,64,100,85,3,1,1,60,6,27,1,81,31,78,0,63,0,,,,,,,,,,,,,,,,,,,,,5,3,3,2,3,4,4,2,5
208,"Judiciário",45%,2,5,2,2,2,2,4,5,5,5,4,4,4,2,2,2,2,2,4,4,2,2,2,4,3,3,2,3,2,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,4,2,2,5,2,2,5,4,2,4,2,4,2,2,2,4,4,5,4,4,5,5,2,2,4,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,2,2,5,5,4,3,2,3,3,3,3,3,4,4,2,2,3,3,3,3,5,4,4,5,2,2,5,5,4,4,2,2,2,5,5,5,2,5,4,2,2,2,2,5,5,2,2,5,4,2,2,2,4,95,99,90,85,17,4,4,90,98,16,90,99,1,1,50,10,100,20,100,0,50,50,50,10,100,0,100,0,100,0,100,0,100,20,95,99,95,99,100,99,95,99,95,99,5,4,4,4,2,5,5,5,5
209,"Judiciário",22%,4,5,3,4,2,2,3,5,3,3,3,2,4,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,5,2,2,2,5,5,5,2,5,5,5,4,2,2,2,2,2,2,5,4,2,2,2,2,3,5,2,3,2,2,2,4,2,2,2,2,1,3,2,2,2,2,2,2,2,2,5,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,5,5,4,5,5,4,4,4,5,3,2,2,2,2,5,5,2,2,5,18,100,,,,,,,,,1,,70,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,2,3,2,2,5
210,"Judiciário",57%,5,5,5,5,4,3,3,5,5,5,5,4,5,4,3,3,3,3,4,4,4,4,4,4,3,3,2,3,5,2,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,4,3,5,5,3,5,4,5,2,3,5,5,5,5,5,2,4,4,4,4,4,5,2,5,2,2,2,2,1,2,2,2,2,2,2,4,4,2,2,5,5,2,2,4,2,5,5,5,2,3,3,3,3,3,3,5,5,3,3,4,3,4,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,100,20,100,96,100,100,100,,,1,1,20,66,98,5,,,,,,,100,10,0,0,100,0,,,,,100,100,100,100,100,100,,,,,5,4,4,4,3,3,3,3,5
211,"Judiciário",52%,4,5,4,3,3,4,5,5,4,5,5,4,4,4,3,3,3,2,3,2,5,2,2,2,2,2,2,3,5,2,3,3,2,2,2,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,2,4,5,4,3,4,5,2,2,5,2,2,4,2,2,2,5,4,4,4,4,3,5,2,5,2,1,3,3,2,2,2,2,4,2,4,2,5,3,2,2,4,3,3,5,5,4,2,2,2,2,2,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,4,4,2,2,2,2,2,5,5,4,5,5,5,3,5,5,5,3,2,5,5,5,5,5,2,2,5,5,5,2,2,5,85,74,4,94,99,1,98,93,8,80,70,5,70,71,9,1,1,30,20,25,50,30,25,0,0,,,100,0,100,50,100,0,100,0,100,0,94,94,49,94,98,93,94,99,55,94,99,18,94,99,99,4,2,2,2,2,5,5,5,5
212,"Judiciário",54%,4,5,2,5,2,2,5,5,4,5,5,5,5,5,3,4,3,3,3,3,2,5,2,2,2,5,4,5,4,2,2,3,2,2,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,2,2,5,2,2,2,2,4,3,3,3,3,3,3,2,2,2,2,2,1,4,3,3,3,3,3,4,3,3,3,4,3,4,3,3,4,4,4,5,4,4,3,3,3,3,5,5,3,5,2,4,3,3,5,3,3,3,4,3,4,5,4,3,3,5,5,4,5,2,4,3,3,4,4,3,3,4,5,5,5,5,4,4,4,5,3,5,5,3,3,3,5,5,3,3,3,95,98,98,99,90,96,90,100,40,100,1,1,67,0,,,,,,,,,100,0,100,0,100,0,100,0,100,0,,,,,,,,,,,5,3,3,3,2,5,2,5,5
213,"Judiciário",77%,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,5,4,5,5,4,5,3,5,5,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,1,4,3,4,5,4,3,4,5,4,3,4,3,4,3,5,4,3,4,4,4,4,4,3,4,3,4,4,5,4,4,4,4,3,4,3,3,3,3,3,4,4,3,3,2,3,4,4,3,2,4,5,5,5,4,3,5,5,4,5,4,5,4,5,5,5,5,4,4,3,2,3,4,4,3,2,3,100,100,90,98,8,99,100,100,100,30,100,1,1,0,0,30,0,90,0,80,0,33,33,0,100,0,100,0,100,0,100,0,100,0,98,02,100,98,02,100,99,7,100,98,35,100,99,2,100,5,1,4,1,5,4,3,4,5
214,"Judiciário",44%,5,5,2,3,3,3,4,5,4,4,5,4,4,4,2,2,2,2,4,4,2,2,4,3,5,3,2,4,3,4,2,4,2,2,2,5,5,5,2,5,5,5,5,5,5,5,5,5,2,5,5,2,5,4,4,4,4,3,4,4,3,3,5,3,3,3,3,3,5,5,5,5,4,5,4,1,2,2,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,100,100,80,95,,,,,,,1,1,90,0,,,,,,,,,100,0,,,,,,,,,100,96,,,,,,,,,4,4,4,4,2,5,5,5,5
215,"Judiciário",47%,4,2,2,2,2,4,5,5,5,5,5,4,3,2,4,4,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,4,3,3,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,3,4,4,4,5,3,4,4,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,,4,5,4,4,4,4,4,4,3,3,4,4,4,3,5,5,5,5,5,4,4,4,3,3,2,5,5,5,5,5,2,2,2,2,4,2,2,2,2,2,2,2,2,5,2,4,4,3,4,4,5,5,5,4,3,5,2,4,5,3,5,4,4,5,2,5,4,3,3,2,3,4,4,2,2,2,40,100,100,75,90,100,95,90,99,99,7,,1,,,,,,,,,,,100,,100,,100,,100,,100,,98,99,80,100,80,100,99,99,99,100,4,4,4,4,2,4,2,5,4
216,"Judiciário",46%,4,5,2,2,3,3,5,5,5,5,5,4,5,3,3,3,3,4,3,3,3,5,3,4,4,4,4,5,4,5,4,5,4,4,4,4,5,5,5,5,5,3,4,3,5,4,5,5,5,5,5,5,3,4,5,2,5,3,4,5,2,4,4,2,2,5,3,2,3,2,3,3,3,3,3,2,3,3,2,1,3,3,3,3,4,3,4,3,4,3,5,3,3,3,3,3,2,3,3,3,4,4,4,3,3,5,5,3,5,3,5,5,3,3,4,4,3,2,2,3,3,2,2,2,2,4,5,3,3,5,5,5,3,2,2,5,5,5,4,2,5,3,5,5,3,5,5,4,2,2,5,5,3,2,2,5,80,100,40,100,120,100,1,5,54,0,0,1,1,86,8,4,61,0,47,38,98,69,99,100,100,235,96,100,43,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,3,2,2,5,5
217,"Judiciário",51%,4,5,2,2,2,2,4,5,5,5,5,4,2,3,3,3,3,3,3,2,2,5,2,4,5,3,2,2,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,4,4,5,2,4,4,5,3,2,5,4,4,5,2,5,2,2,2,2,2,5,5,3,5,5,5,5,5,5,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,2,2,2,3,3,4,2,5,2,2,2,3,3,4,4,3,3,4,3,5,5,3,3,3,5,4,5,2,5,4,2,2,2,3,4,4,2,2,3,2,4,2,2,5,93,33,87,84,90,98,4,70,60,,,,,1,1,79,140,75,0,7,30,,,,,100,24,100,35,100,0,100,0,100,0,,,,,,,,,,,4,4,4,4,3,2,2,4,5
218,"Judiciário",71%,3,5,3,3,3,3,4,5,5,5,4,3,5,3,3,3,3,3,4,4,5,5,3,3,3,4,3,4,5,5,4,5,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,3,5,3,3,3,5,2,5,5,3,3,5,5,5,5,3,5,5,5,5,5,2,1,4,3,4,3,4,3,5,3,5,3,5,3,4,3,3,3,3,4,4,3,4,4,3,4,3,5,5,5,5,5,5,3,3,3,4,4,3,5,3,5,4,4,3,3,4,5,4,5,5,5,5,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,3,3,5,5,5,3,3,5,92,99,76,50,60,99,5,100,35,60,135,100,80,1,1,99,6,0,40,0,98,0,95,10,50,0,100,0,100,0,100,0,100,0,100,20,100,99,73,99,5,100,34,99,5,100,34,92,99,76,99,5,100,34,5,4,4,4,3,3,3,1,4
219,"Judiciário",55%,4,4,4,3,3,3,4,5,5,5,5,4,3,3,3,2,2,2,2,3,2,2,2,3,2,4,3,5,5,2,3,3,2,2,2,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,4,4,5,5,4,5,5,4,5,3,3,5,2,5,5,2,2,3,2,3,3,3,4,5,5,5,5,2,,4,3,3,3,3,3,3,3,3,2,4,3,3,3,4,4,3,4,4,3,4,3,3,3,3,5,5,5,5,5,4,2,4,4,3,3,3,2,2,3,3,3,3,3,4,4,5,3,4,5,5,5,4,3,4,5,5,5,5,3,5,4,4,4,4,5,4,3,2,3,3,4,4,2,2,2,100,99,35,100,100,98,99,68,98,99,8,,,1,1,50,0,50,0,40,0,,,,,100,0,,,,,,,,,100,99,100,93,100,99,9,,,,,5,2,2,2,4,3,3,5,5
220,"Judiciário",49%,2,4,2,2,2,2,4,5,5,4,5,4,5,2,4,4,3,3,4,3,2,2,2,3,2,4,4,2,2,3,3,4,2,2,2,4,4,4,2,5,5,5,5,5,5,3,3,4,3,5,5,4,4,5,4,5,5,3,5,5,3,3,4,3,4,3,2,2,4,4,4,3,2,5,3,5,4,4,4,,4,3,3,3,3,3,4,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,4,3,3,3,4,3,3,4,2,4,2,3,3,3,4,4,4,3,3,5,5,4,4,3,3,4,4,4,5,4,5,4,4,5,3,5,5,5,2,2,5,4,3,2,2,3,40,208,95,98,100,54,60,120,70,83,29,,,1,1,30,55,22,22,61,28,37,0,,,,,100,0,,,,,,,,,98,100,,,,,,,,,5,2,2,2,3,2,2,4,5
221,"Judiciário",50%,2,5,2,4,2,2,4,5,5,5,4,4,5,2,4,4,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,5,5,5,2,4,5,3,3,5,1,2,2,2,5,5,3,3,3,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,5,4,4,2,2,2,2,2,2,3,3,2,4,5,4,3,5,5,5,3,4,2,2,2,4,5,4,5,3,2,5,5,5,3,4,4,2,2,5,3,5,4,3,2,5,5,5,5,5,5,5,5,5,3,5,5,5,2,2,5,5,5,2,2,2,85,111,76,40,229,18,60,121,67,85,92,94,65,32,97,1,1,25,0,82,30,0,0,0,0,0,0,100,0,100,0,100,0,100,0,100,0,40,229,18,60,121,67,8,368,80,93,0,0,5,4,2,2,2,5,2,4,5
222,"Judiciário",53%,5,5,2,4,2,2,5,5,5,5,5,4,3,2,2,2,2,2,4,4,2,2,5,4,2,2,2,2,2,2,4,4,2,2,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,2,4,5,4,3,4,5,3,5,4,2,5,3,5,2,5,5,5,2,5,5,2,5,5,5,2,2,2,1,4,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,4,4,3,4,3,4,3,3,2,5,5,5,5,4,4,2,2,2,2,4,2,2,2,2,2,2,2,2,3,5,5,4,2,5,5,5,5,3,3,5,2,5,5,5,5,3,5,5,2,5,5,5,2,2,5,5,5,2,2,5,80,36,37,2,2,95,99,8,90,99,9,100,78,23,1,1,20,0,,,,,,,,,100,0,100,0,,,,,,,95,99,8,95,99,8,,,,,,,5,4,4,2,2,5,5,5,3
223,"Judiciário",38%,4,5,2,3,2,2,3,5,5,5,2,3,3,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,4,2,2,3,4,5,3,5,5,5,5,4,5,5,4,3,5,3,5,5,5,4,4,2,4,5,3,4,3,2,2,5,1,1,5,3,2,3,2,4,4,4,4,5,2,2,5,2,,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,5,5,5,4,2,3,2,3,2,2,3,2,4,2,4,2,3,2,3,4,4,3,2,2,4,3,4,3,2,2,3,2,4,4,4,4,4,4,5,5,5,3,3,2,2,3,2,2,2,2,2,20,100,70,100,50,100,60,100,,,1,1,100,0,100,0,,,,,,,100,0,100,0,,,,,,,0,0,0,0,0,0,0,0,,,5,2,2,2,5,2,2,2,5
224,"Judiciário",36%,2,5,2,3,2,2,4,5,5,5,5,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,3,5,4,5,5,2,2,5,2,5,2,2,2,2,2,4,4,2,3,2,5,2,2,2,1,3,2,3,2,2,2,4,2,4,2,4,2,4,2,3,3,3,2,2,2,2,2,2,2,2,3,5,2,3,2,4,3,2,2,4,3,2,4,2,3,2,3,2,2,3,2,2,2,2,2,2,3,4,3,2,4,5,3,5,3,3,2,4,4,3,2,4,4,2,2,3,4,2,2,2,5,90,100,,,,,,,,,1,,80,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,5,2,2,2,5
225,"Judiciário",29%,2,2,2,2,2,2,3,5,4,3,3,3,4,4,2,2,2,2,2,2,2,2,2,3,3,3,3,3,5,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,5,4,4,3,2,2,2,3,3,3,3,2,5,4,4,2,2,2,5,2,5,5,2,2,4,3,5,5,3,4,2,2,2,2,2,,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,4,2,3,3,3,3,2,3,5,4,4,3,5,5,2,2,4,3,3,3,2,5,2,3,2,2,2,3,2,2,2,4,2,2,2,2,2,2,3,5,5,5,4,4,4,2,2,4,2,4,2,2,4,2,5,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,2,3,2,2,4
226,"Judiciário",39%,2,5,2,2,2,2,2,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,2,2,2,2,2,2,5,4,4,2,5,5,4,4,4,3,5,4,5,2,5,5,5,5,5,5,2,5,3,3,2,2,2,4,2,4,4,2,5,2,4,5,5,5,5,5,4,2,2,2,1,3,3,2,2,2,2,2,2,2,2,4,3,2,2,3,3,3,3,4,5,4,4,4,2,2,5,4,2,2,4,2,2,2,2,4,2,2,4,2,4,2,4,2,4,2,5,2,2,2,2,2,2,2,4,4,2,2,5,5,5,5,4,5,4,5,2,4,4,4,4,4,2,4,4,4,2,95,100,60,120,1,50,10,150,3,100,1,,90,,10,,,,,,,,,,,,,,,,,,95,100,95,100,,,95,100,95,100,2,2,2,2,2,2,2,4,4
227,"Judiciário",19%,2,5,3,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,4,5,5,5,5,5,2,3,3,5,2,2,2,2,5,5,2,3,5,3,2,4,2,2,5,2,2,5,2,5,2,2,2,3,5,5,4,4,3,2,2,2,2,2,,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,5,5,2,2,3,4,3,3,2,4,2,2,2,2,4,3,2,2,2,3,5,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,50,200,10,100,80,50,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,2,3,2,2,2,5
228,"Judiciário",35%,4,5,2,3,2,2,3,5,3,3,3,2,2,2,2,2,2,2,4,4,2,2,3,2,3,3,3,3,3,2,4,2,2,2,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,5,5,2,2,4,4,3,4,4,3,4,2,2,5,2,5,2,2,2,3,4,5,5,4,5,4,2,3,2,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,4,4,5,2,2,2,2,2,5,5,5,3,5,4,3,3,3,2,2,2,2,2,4,2,2,2,2,4,4,4,3,3,4,3,2,4,2,2,2,2,4,5,5,5,4,4,5,5,3,3,4,3,4,3,2,2,2,2,2,90,99,89,,,,,,,,,1,1,0,300,0,120,90,0,,,,,90,0,100,0,100,300,,,,,90,100,,,,,,,,,4,4,4,4,5,5,5,5,5
